reading_id,site_id,bin_id,device_id,batch_id,recorded_at,sequence,method,temperature_c,moisture_pct,oxygen_pct,co2_pct,nh3_relative,mq135_composite_ppm,stage_id,stage_name,days_until_ready,fault_codes
rdg-cmpiq-unram-esp32-02-0037,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-27T02:00:00Z,37,bokashi,63.93,37.39,1.32,8.72,0.996,625.74,2,Peak Decomposition,41,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0038,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-27T08:00:00Z,38,bokashi,64.98,36.23,2.76,9.53,0.955,707.03,2,Peak Decomposition,41,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0039,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-27T14:00:00Z,39,bokashi,64.67,36.19,1.43,9.42,0.95,639.22,2,Peak Decomposition,41,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0040,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-27T20:00:00Z,40,bokashi,64.39,35.41,2.22,9.65,1.0,697.5,2,Peak Decomposition,41,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0041,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-28T02:00:00Z,41,bokashi,61.34,39.52,11.71,1.26,0.565,270.0,3,Cooling,40,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0042,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-28T08:00:00Z,42,bokashi,56.46,40.12,11.54,1.97,0.505,244.82,3,Cooling,40,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0043,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-28T14:00:00Z,43,bokashi,58.61,40.47,12.11,1.65,0.59,255.81,3,Cooling,40,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0044,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-28T20:00:00Z,44,bokashi,58.26,39.59,10.74,2.45,0.607,298.72,3,Cooling,40,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0045,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-29T02:00:00Z,45,bokashi,59.08,43.14,10.29,2.96,0.531,320.48,3,Cooling,39,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0046,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-29T08:00:00Z,46,bokashi,55.22,40.48,11.61,3.43,0.6,315.93,3,Cooling,39,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0047,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-29T14:00:00Z,47,bokashi,56.26,40.22,11.09,3.3,0.473,334.58,3,Cooling,39,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0048,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-29T20:00:00Z,48,bokashi,56.42,41.78,10.74,2.58,0.518,270.46,3,Cooling,39,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0049,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-30T02:00:00Z,49,bokashi,52.09,41.71,10.84,3.41,0.516,250.96,3,Cooling,38,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0050,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-30T08:00:00Z,50,bokashi,54.02,38.0,10.35,2.48,0.464,271.51,3,Cooling,38,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0051,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-30T14:00:00Z,51,bokashi,51.92,39.6,9.7,2.79,0.55,317.42,3,Cooling,38,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0052,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-30T20:00:00Z,52,bokashi,49.62,38.06,9.28,3.28,0.444,287.87,3,Cooling,38,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0053,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-31T02:00:00Z,53,bokashi,48.08,36.64,8.99,3.73,0.516,325.31,3,Cooling,37,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0054,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-31T08:00:00Z,54,bokashi,47.49,37.26,10.49,3.46,0.499,307.05,3,Cooling,37,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0055,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-31T14:00:00Z,55,bokashi,49.31,36.34,8.4,3.81,0.445,318.45,3,Cooling,37,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0056,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-31T20:00:00Z,56,bokashi,45.14,36.52,9.21,3.87,0.447,341.23,3,Cooling,37,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0057,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-01T02:00:00Z,57,bokashi,44.81,35.95,7.2,4.23,0.369,319.17,3,Cooling,36,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0058,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-01T08:00:00Z,58,bokashi,42.68,36.83,8.02,3.9,0.349,292.62,3,Cooling,36,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0059,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-01T14:00:00Z,59,bokashi,41.83,33.62,7.93,4.01,0.379,325.06,3,Cooling,36,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0060,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-01T20:00:00Z,60,bokashi,40.68,33.87,7.62,4.21,0.325,302.38,3,Cooling,36,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0061,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-02T02:00:00Z,61,bokashi,43.45,35.87,7.54,5.14,0.438,362.9,3,Cooling,35,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0062,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-02T08:00:00Z,62,bokashi,40.36,36.0,6.39,5.11,0.327,334.47,3,Cooling,35,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0063,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-02T14:00:00Z,63,bokashi,39.43,31.46,6.92,5.09,0.294,294.14,3,Cooling,35,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0064,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-02T20:00:00Z,64,bokashi,37.44,32.62,7.14,4.51,0.322,296.21,3,Cooling,35,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0065,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-03T02:00:00Z,65,bokashi,37.2,35.23,7.41,4.92,0.321,315.88,3,Cooling,34,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0066,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-03T08:00:00Z,66,bokashi,37.94,34.3,7.24,4.82,0.298,307.49,3,Cooling,34,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0067,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-03T14:00:00Z,67,bokashi,33.2,34.79,5.97,4.93,0.316,303.59,3,Cooling,34,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0068,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-03T20:00:00Z,68,bokashi,32.82,33.01,6.74,6.51,0.218,365.42,3,Cooling,34,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0069,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-04T02:00:00Z,69,bokashi,33.37,30.85,5.0,6.26,0.179,334.41,3,Cooling,33,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0070,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-04T08:00:00Z,70,bokashi,31.54,32.13,5.97,5.52,0.282,336.14,3,Cooling,33,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0071,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-04T14:00:00Z,71,bokashi,31.61,29.509999999999998,5.12,5.87,0.232,336.29,3,Cooling,33,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0072,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-04T20:00:00Z,72,bokashi,29.46,31.57,5.4,6.25,0.196,336.4,3,Cooling,33,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0073,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-05T02:00:00Z,73,bokashi,29.78,34.29,21.0,0.58,0.197,126.84,4,Maturation,32,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0074,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-05T08:00:00Z,74,bokashi,33.83,38.3,20.13,0.89,0.162,110.05,4,Maturation,32,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0075,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-05T14:00:00Z,75,bokashi,32.69,37.09,18.72,0.4,0.147,145.48,4,Maturation,32,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0076,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-05T20:00:00Z,76,bokashi,33.31,35.22,19.17,0.32,0.064,86.06,4,Maturation,32,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0077,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-06T02:00:00Z,77,bokashi,28.74,33.13,20.47,0.24,0.137,86.83,4,Maturation,31,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0078,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-06T08:00:00Z,78,bokashi,31.89,33.25,19.23,0.37,0.013,77.95,4,Maturation,31,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0079,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-06T14:00:00Z,79,bokashi,33.22,31.979999999999997,19.7,0.53,0.19,141.36,4,Maturation,31,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0080,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-06T20:00:00Z,80,bokashi,32.5,34.39,19.32,0.0,0.185,110.33,4,Maturation,31,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0081,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-07T02:00:00Z,81,bokashi,31.34,35.18,18.25,0.73,0.132,138.36,4,Maturation,30,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0082,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-07T08:00:00Z,82,bokashi,30.43,39.02,19.05,1.03,0.104,108.99,4,Maturation,30,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0083,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-07T14:00:00Z,83,bokashi,32.71,31.479999999999997,18.88,0.27,0.139,87.02,4,Maturation,30,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0084,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-07T20:00:00Z,84,bokashi,31.27,35.2,19.76,0.94,0.124,163.42,4,Maturation,30,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0085,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-08T02:00:00Z,85,bokashi,32.02,35.45,18.45,0.56,0.137,100.27,4,Maturation,29,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0086,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-08T08:00:00Z,86,bokashi,30.82,36.2,19.07,0.79,0.135,120.15,4,Maturation,29,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0087,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-08T14:00:00Z,87,bokashi,32.04,34.71,19.56,0.91,0.088,124.29,4,Maturation,29,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0088,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-08T20:00:00Z,88,bokashi,33.98,33.92,18.64,0.67,0.142,121.03,4,Maturation,29,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0089,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-09T02:00:00Z,89,bokashi,31.24,34.93,18.94,0.68,0.221,159.36,4,Maturation,28,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0090,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-09T08:00:00Z,90,bokashi,32.45,34.61,18.59,0.63,0.08,137.95,4,Maturation,28,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0091,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-09T14:00:00Z,91,bokashi,32.21,35.86,19.94,0.85,0.127,130.4,4,Maturation,28,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0092,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-09T20:00:00Z,92,bokashi,32.83,36.64,19.42,0.74,0.15,94.46,4,Maturation,28,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0093,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-10T02:00:00Z,93,bokashi,32.94,31.5,18.47,1.32,0.125,160.07,4,Maturation,27,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0094,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-10T08:00:00Z,94,bokashi,30.74,35.89,19.08,0.26,0.055,85.34,4,Maturation,27,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0095,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-10T14:00:00Z,95,bokashi,31.3,35.91,18.68,0.21,0.123,74.71,4,Maturation,27,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0096,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-10T20:00:00Z,96,bokashi,31.36,33.74,18.17,1.06,0.15,134.26,4,Maturation,27,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0097,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-11T02:00:00Z,97,bokashi,30.12,32.88,17.67,0.79,0.048,64.69,4,Maturation,26,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0098,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-11T08:00:00Z,98,bokashi,32.67,34.04,17.72,0.73,0.181,143.21,4,Maturation,26,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0099,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-11T14:00:00Z,99,bokashi,31.57,33.84,19.51,0.52,0.087,98.15,4,Maturation,26,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0100,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-11T20:00:00Z,100,bokashi,29.81,36.4,18.29,0.96,0.109,137.68,4,Maturation,26,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0101,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-12T02:00:00Z,101,bokashi,30.45,33.47,17.0,0.52,0.099,102.63,4,Maturation,25,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0102,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-12T08:00:00Z,102,bokashi,33.51,33.54,18.33,0.96,0.116,129.19,4,Maturation,25,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0103,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-12T14:00:00Z,103,bokashi,33.13,33.7,18.14,0.8,0.176,182.94,4,Maturation,25,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0104,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-12T20:00:00Z,104,bokashi,27.9,34.49,18.9,0.71,0.097,121.45,4,Maturation,25,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0105,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-13T02:00:00Z,105,bokashi,30.75,35.7,17.17,0.68,0.132,127.9,4,Maturation,24,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0106,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-13T08:00:00Z,106,bokashi,29.78,32.32,18.11,0.73,0.077,125.88,4,Maturation,24,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0107,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-13T14:00:00Z,107,bokashi,30.22,35.3,17.47,0.92,0.102,112.04,4,Maturation,24,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0108,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-13T20:00:00Z,108,bokashi,31.29,32.0,17.91,0.57,0.084,69.45,4,Maturation,24,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0109,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-14T02:00:00Z,109,bokashi,32.11,31.43,17.2,1.39,0.174,151.36,4,Maturation,23,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0110,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-14T08:00:00Z,110,bokashi,31.51,32.75,17.54,1.6,0.022,103.84,4,Maturation,23,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0111,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-14T14:00:00Z,111,bokashi,30.07,33.73,18.93,0.89,0.024,135.16,4,Maturation,23,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0112,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-14T20:00:00Z,112,bokashi,30.74,31.65,17.83,1.71,0.099,155.14,4,Maturation,23,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0113,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-15T02:00:00Z,113,bokashi,30.42,35.84,17.82,0.22,0.125,92.32,4,Maturation,22,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0114,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-15T08:00:00Z,114,bokashi,29.67,33.17,17.57,0.82,0.156,108.11,4,Maturation,22,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0115,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-15T14:00:00Z,115,bokashi,30.94,32.34,16.57,0.85,0.24,152.18,4,Maturation,22,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0116,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-15T20:00:00Z,116,bokashi,30.16,32.78,16.62,1.22,0.12,142.66,4,Maturation,22,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0117,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-16T02:00:00Z,117,bokashi,26.86,31.159999999999997,17.69,1.39,0.075,130.63,4,Maturation,21,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0118,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-16T08:00:00Z,118,bokashi,27.75,32.0,17.32,1.07,0.067,107.65,4,Maturation,21,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0119,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-16T14:00:00Z,119,bokashi,31.67,35.65,15.95,0.91,0.057,117.83,4,Maturation,21,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0120,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-16T20:00:00Z,120,bokashi,28.7,33.67,16.37,1.4,0.143,132.35,4,Maturation,21,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0121,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-17T02:00:00Z,121,bokashi,30.29,31.990000000000002,15.87,1.07,0.1,101.72,4,Maturation,20,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0122,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-17T08:00:00Z,122,bokashi,26.47,27.439999999999998,16.51,0.98,0.01,96.77,4,Maturation,20,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0123,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-17T14:00:00Z,123,bokashi,29.53,31.689999999999998,16.86,1.03,0.137,140.02,4,Maturation,20,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0124,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-17T20:00:00Z,124,bokashi,28.75,34.53,16.47,1.31,0.119,107.57,4,Maturation,20,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0125,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-18T02:00:00Z,125,bokashi,29.0,31.979999999999997,16.23,0.89,0.068,122.3,4,Maturation,19,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0126,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-18T08:00:00Z,126,bokashi,27.39,30.770000000000003,17.19,1.16,0.064,125.55,4,Maturation,19,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0127,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-18T14:00:00Z,127,bokashi,32.19,32.39,17.66,1.23,0.041,104.64,4,Maturation,19,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0128,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-18T20:00:00Z,128,bokashi,30.69,31.58,17.7,1.81,0.0,107.06,4,Maturation,19,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0129,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-19T02:00:00Z,129,bokashi,28.66,27.909999999999997,17.52,0.93,0.109,93.33,4,Maturation,18,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0130,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-19T08:00:00Z,130,bokashi,30.45,32.08,15.6,0.79,0.102,135.78,4,Maturation,18,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0131,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-19T14:00:00Z,131,bokashi,31.24,29.46,15.95,0.64,0.053,75.91,4,Maturation,18,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0132,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-19T20:00:00Z,132,bokashi,28.65,30.67,16.4,0.95,0.044,116.53,4,Maturation,18,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0133,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-20T02:00:00Z,133,bokashi,30.82,30.65,16.22,0.76,0.029,81.44,4,Maturation,17,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0134,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-09-20T08:00:00Z,134,bokashi,30.42,33.91,15.18,2.3,0.078,185.37,4,Maturation,17,MOISTURE_LOW
